PIT roczny,-501.70,0,,-627.56   
,,,,
maj:,,,,
CRM za marzec,"14,762.00",0,,
iizt WBL,575.22,0,,
VAT,"-2,765.73",0,,
VAT to pay,"-2,522.00",0,,"-2,528.61   "
PIT-5L,"-1,852.00",0,,"-2,027.97   "
ZUS,-775.00,0,x,
Inflancka,-850.00,0,,
PowerBook leasing rata,-564.63,0,v,
SH+Hala,-371.11,0,,
Community,-80.00,0,,
Supermedia,-80.75,0,v,
orange,-227.77,0,v,
Ani Plus,-63.44,0,v,
biuro rach,-244.00,0,v,
Exonetric,-127.51,0,x,
misc koszty,-139.80,0,v,
,,,,
czerwiec:,,,,
CRM za kwiecie_,"8,723.00",0,,
VAT,"-5,445.00",0,,
VAT to pay,"-5,207.00",0,,"-5,206.90   "
PIT-5L,"-4,136.00",0,,"-4,325.39   "
ZUS,-770.00,0,x,
Inflancka,-850.00,0,,
Inflancka Stoen ,-34.00,0,,
PowerBook leasing rata,-564.63,0,v,
SH+Hala,-222.22,0,,
Atena,-20.00,0,,
Community,-80.00,0,,
Supermedia,-80.75,0,v,
Exonetric,-100.00,0,x,
orange,-190.61,0,v,
Ani Plus,-61.40,0,v,
biuro rach,-244.00,0,v,
,,,,
Lipiec:,,,,
CRM za maj,"21,472.00",0,,
VAT,"-3,344.00",0,,
VAT to pay,"-3,124.00",0,,
PIT-5L,"-2,362.00",0,,
ZUS,-770.00,0,x,
Inflancka,-850.00,0,,
PowerBook leasing rata,-564.63,0,v,
SH+Hala,-222.22,0,,
Atena,-50.00,0,,
Community,-80.00,0,,
Supermedia,-80.75,0,v,
Exonetric,-100.00,0,x,
Orange,-235.26,0,v,
Ani Plus,-72.70,0,v,
biuro rach,-244.00,0,v,
Haskell book,-145.49,0,x,
Taxi,-151.05,0,x,
Kurs Bolonia,"-1,637.80",0,,
Bolonia bilety lot,-857.00,0,,
,,,,
2006 08:,,,,
CRM za 06,"18,544.00",0,,
CRM za 07,"14,640.00",0,,
VAT za 07,"-2,424.09",0,,"-2,640.00   "
PIT-5L za 07,"-1,759.00",0,,"-1,871.89   "
ZUS,-770.00,0,x,
Inflancka,-850.00,0,,
PowerBook leasing rata,-564.63,0,v,
SH+Hala+,-550.00,0,,
Atena,-50.00,0,,
Community,-80.00,0,,
Supermedia,-80.75,0,v,
Orange,-408.91,0,v,
Orange nadplata,235.26,0,,
Ani Plus,-78.37,0,v,
biuro rach,-244.00,0,v,
Kei domena roczna,-91.50,0,v,
zakupy na Outbox,-405.00,0,v,
,,,,
2006 09:,,,,
CRM za 08,"17,973.00",0,,
VAT za 08,"-2,903.25",0,,"-3,241.03   "
PIT-5L za 08,"-2,388.00",0,,-2361.052411
ZUS za 08,-762.06,0,x,
Inflancka,-690.00,0,,
PowerBook leasing rata,-564.63,0,v,
SH+Hala+,-800.00,0,,
Atena,-100.00,0,,
Community,-80.00,0,,
Supermedia,-80.75,0,v,
Orange,-206.45,0,v,
Ani Plus,-77.96,0,v,
biuro rach,-244.00,0,v,
so called camera,-850.00,0,,
Andriej,-653.82,0,,
tusz,-149.00,0,v,
zakupy na Outbox,-39.99,0,v,
,,,,
2006 10:,,,,
CRM za 09,"10,775.99",0,,
VAT za 09,"-1,697.46",0,,"-1,943.21"
PIT-5L za 09,"-1,149.00",0,,"-1,321.20"
ZUS,-740.65,0,x,
Inflancka,-850.00,0,,
PowerBook leasing rata,-564.63,0,v,
SH+Hala+,-400.00,0,,
Atena,-50.00,0,,
Community,-80.00,0,,
Supermedia,-80.75,0,v,
Orange,-513.25,0,v,
Ani Plus,-80.59,0,v,
biuro rach,-244.00,0,v,
Taxi circa,-200.40,0,x,
samolot Izrael,"-1,321.00",0,,
Ania do samochodu,-700.00,0,,
Wesele,"-3,300.00",0,,
,,,,
2006 11:,,,,
CRM za 10,"15,616.00",0,,
VAT za 10,"-2,548.53",0,,"-2,816.00"
PIT-5L za 10,"-1,901.00",0,,"-2,022.21"
ZUS,-740.00,0,x,
Inflancka (splacone w oknach),-860.00,0,,
PoweBook wykup,"-1,045.60",0,v,
SH+Hala+,-711.11,0,,
SH aukcja,"-2,500.00",0,,
Atena,-100.00,0,,
Community,-80.00,0,,
Supermedia,-80.75,0,v,
Orange,-249.41,0,v,
Ani Plus,-120.90,0,v,
biuro rach,-244.00,0,v,
zakupy ciuchy,-510.00,0,,
paliwo,-300.00,0,,
Bhutan loty,"-4,400.00",0,,
Bhutan prezenty,-720.00,0,,
Ocaml sci book,-511.42,0,x,
Amazon CTM+FAtP books,-432.49,0,x,
Ani angielski kurs,-70.55,0,x,
Ania na czas wyjazdu,-500.00,0,,
Edyta okna,"-2,000.00",0,,
,,,,
2006 12:,,,,
CRM za 11,"17,568.00",0,,
VAT za 11,"-2,854.11",0,,"-3,168.00"
PIT-5L za 11 x2,"-3,910.00",0,,"-4,263.13"
ZUS,-770.00,0,x,
Inflancka (sp_acone w oknach),-860.00,0,,
SH+Hala+,-500.00,0,,
Atena,-50.00,0,,
Community,-80.00,0,,
Supermedia,-80.75,0,v,
Orange,"-1,880.25",0,v,
Ani Plus,-79.36,0,v,
biuro rach,-244.00,0,v,
Outbox zakupy DVD,-50.01,0,v,
prezenty bran_owe Empik,-108.00,0,x,
Taxi,-211.30,0,x,
bilety Polski Express,-129.62,0,x,
Bhutan Maggie,"-9,971.00",0,,
,,,,
2007 01:,,,,
CRM za 12+01,"29,330.01",0,,
VAT za 12+01,"-4,868.07",0,,"-5,289.02"
ZUS,-752.41,0,x,
SH+Hala+,-470.00,0,,
Atena,-50.00,0,,
Supermedia,-80.75,0,v,
Orange,-210.10,0,v,
Ani Plus,-118.02,0,v,
biuro rach,-244.00,0,v,
karta kredytowa,"-1,535.91",0,,
,,,,
okna:,"2,501.95",,,
rolety:,253.15,,,
czynsz w lutym:,684.90,,,

2007 02:,,,,
ZUS,-752.41,0,x,
Inflancka,-684.90,0,,
SH+Hala+Barto_ty+Opole,-411.11,0,,
Atena,-50.00,0,,
Supermedia,-80.75,0,v,
Orange,-121.50,0,v,
Ani Plus,-54.28,0,v,
biuro rach,-244.00,0,v,
Bhutan loty,"-2,803.50",0,,
Bhutan ze soba,"-2,745.00",0,,
karta kredytowa,"-1,259.19",0,,
,,,,
2007 03:,,,,
ZUS,-757.34,0,x,
Inflancka,-860.00,0,,
SH+Hala+Barto_ty+Opole,-480.00,0,,
Atena,-50.00,0,,
Supermedia,-95.00,0,v,
Orange,-443.96,0,v,
Ani Plus,-344.04,0,v,
biuro rach,-244.00,0,v,
karta kredytowa,"-2,362.39",0,,
,,,,
2007 04:,,,,
CRM za 02,"8,296.00",0,,
ZUS,-817.07,0,x,
Inflancka,-860.00,0,,
SH+Hala+Barto_ty+Opole,-500.00,0,,
Atena,-50.00,0,,
Supermedia,-67.50,0,v,
Orange,-85.45,0,v,
Ani Plus,-81.35,0,v,
biuro rach,-244.00,0,v,
karta kredytowa,-825.73,0,,
,,,,
2007 05:,,,,
CRM za 03,"9,333.00",0,,
ZUS,-817.07,0,x,
Inflancka,-860.00,0,,
SH+Hala+Barto_ty+Opole,-500.00,0,,
Atena,-50.00,0,,
Supermedia,-67.50,0,v,
Orange,-197.58,0,v,
Ani Plus,-47.29,0,v,
biuro rach,-244.00,0,v,
kurs Karmaguen,?,0,,
EC,"-5,900.00",0,,
karta kredytowa,"-2,618.28",0,,
,,,,
2007 06:,,,,
CRM za 04,"18,666.00",0,,"-3,366.00"
ZUS,-817.07,0,x,
Inflancka,-860.00,0,,
SH+Hala+Barto_ty+Opole,-500.00,,,
SH return (wydruki),"-1,910.00",,,
Atena,-50.00,,,
Supermedia,-67.50,,v,
Orange,-500.00,,v,
Ani Plus,-47.29,,v,
biuro rach,-244.00,,v,
karta kredytowa,"-2,204.06",,,
so  called gospodarstwo,"-1,000.00",,,
,,,,
total,"-6,522.85",,,
saldo,"1,477.15",,,
,,,,
2007 07:,,,,
CRM za 05,"10,370.00",,,"-1,870.00"
PIT za 04 05 06,"-6,183.89",,,
VAT za 04 05 06,"-7,699.56",,,
ZUS,-817.07,,x,
Inflancka,-860.00,,,
SH+Hala+Barto_ty+Opole,-500.00,,,
Atena,-50.00,,,
Supermedia,-67.50,,v,
Orange,-150.00,,v,
Ani Plus,-47.29,,v,
biuro rach,-244.00,,v,
karta kredytowa,"-1,000.00",,,
so called gospodarstwo,"-1,000.00",,,
,,,,
total,"-8,249.30",,,
saldo,"-6,772.15",,,
,,,,
2007 08:,,,,
CRM za 06,"15,555.00",,,"-2,805.00"
